score,zone,uid_is_root,score_delta,event_type,target_containment,source,category
9.71,0,0,-0.68,0,0,adfa_ld,normal
13.03,0,0,-2.76,0,0,adfa_ld,normal
21.92,0,0,1.36,0,0,adfa_ld,normal
15.09,1,0,-3.66,2,2,adfa_ld,lateral_movement
12.99,0,0,2.3,0,0,adfa_ld,normal
28.29,0,0,0.06,0,0,adfa_ld,normal
15.06,1,0,-1.86,1,1,adfa_ld,credential_access
2.68,0,0,-4.58,0,0,adfa_ld,normal
7.49,0,0,-0.21,0,0,adfa_ld,normal
3.95,0,0,-3.19,0,0,adfa_ld,normal
10.1,0,0,5.19,0,0,adfa_ld,normal
40.12,0,0,1.12,0,0,adfa_ld,normal
10.19,0,0,1.59,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
17.0,2,0,0.54,4,3,adfa_ld,process_injection
10.59,0,0,-0.27,0,0,adfa_ld,normal
4.7,0,0,-6.42,0,0,adfa_ld,normal
5.29,0,0,10.27,0,0,adfa_ld,normal
9.89,0,0,5.25,0,0,adfa_ld,normal
11.47,0,0,-0.18,0,0,adfa_ld,normal
11.93,0,0,2.96,0,0,adfa_ld,normal
14.29,0,0,2.87,0,0,adfa_ld,normal
6.26,0,0,-1.69,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
7.36,0,0,12.1,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
72.0,0,0,0.05,0,0,adfa_ld,normal
13.41,2,0,0.82,4,3,adfa_ld,process_injection
15.12,0,0,0.5,0,0,adfa_ld,normal
14.61,0,0,-0.01,0,0,adfa_ld,normal
4.7,0,0,2.71,0,0,adfa_ld,normal
9.54,0,0,-1.93,0,0,adfa_ld,normal
8.6,0,0,1.73,0,0,adfa_ld,normal
9.32,0,0,1.52,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
2.68,0,0,-3.5,0,0,adfa_ld,normal
12.66,1,0,0.6,2,2,adfa_ld,lateral_movement
7.59,0,0,2.13,0,0,adfa_ld,normal
11.29,0,0,0.65,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
3.18,0,0,6.38,0,0,adfa_ld,normal
8.35,0,0,5.06,0,0,adfa_ld,normal
21.36,0,0,-10.61,0,0,adfa_ld,normal
14.51,2,1,-0.13,3,3,adfa_ld,privilege_escalation
31.99,0,0,-25.83,0,0,adfa_ld,normal
8.03,0,0,2.57,0,0,adfa_ld,normal
15.27,0,0,-1.12,0,0,adfa_ld,normal
12.22,2,0,-2.1,4,3,adfa_ld,process_injection
16.97,0,0,1.92,0,0,adfa_ld,normal
4.99,2,0,-2.86,5,4,adfa_ld,reverse_shell
16.97,0,0,1.92,0,0,adfa_ld,normal
6.87,0,0,2.38,0,0,adfa_ld,normal
13.24,1,0,0.01,1,1,adfa_ld,credential_access
18.56,2,0,1.08,5,4,adfa_ld,reverse_shell
12.38,0,0,1.64,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
19.13,2,0,14.16,5,4,adfa_ld,reverse_shell
4.57,0,0,-4.88,0,0,adfa_ld,normal
9.14,0,0,-4.45,0,0,adfa_ld,normal
16.29,0,0,-0.4,0,0,adfa_ld,normal
5.03,0,0,-3.8,0,0,adfa_ld,normal
12.31,2,0,8.44,5,4,adfa_ld,reverse_shell
10.96,1,0,0.27,1,1,adfa_ld,credential_access
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.36,0,0,4.12,0,0,adfa_ld,normal
9.68,0,0,-0.76,0,0,adfa_ld,normal
40.23,0,0,-0.12,0,0,adfa_ld,normal
42.32,0,0,0.56,0,0,adfa_ld,normal
10.1,0,0,0.63,0,0,adfa_ld,normal
5.03,0,0,-2.46,0,0,adfa_ld,normal
6.86,0,0,-3.86,0,0,adfa_ld,normal
9.51,0,0,-0.46,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.59,1,0,0.48,2,2,adfa_ld,lateral_movement
61.47,0,0,1.43,0,0,adfa_ld,normal
13.82,0,0,-3.83,0,0,adfa_ld,normal
26.18,0,0,6.33,0,0,adfa_ld,normal
19.36,0,0,-8.07,0,0,adfa_ld,normal
9.97,0,0,12.95,0,0,adfa_ld,normal
21.12,0,0,-9.01,0,0,adfa_ld,normal
7.94,0,0,-0.2,0,0,adfa_ld,normal
7.36,0,0,12.1,0,0,adfa_ld,normal
8.57,1,0,1.7,1,1,adfa_ld,credential_access
7.16,0,0,2.59,0,0,adfa_ld,normal
6.85,0,0,4.77,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.56,0,0,1.67,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.46,2,0,-0.28,5,4,adfa_ld,reverse_shell
25.17,0,0,34.66,0,0,adfa_ld,normal
9.35,0,0,5.45,0,0,adfa_ld,normal
13.28,0,0,-0.22,0,0,adfa_ld,normal
9.62,0,0,1.98,0,0,adfa_ld,normal
15.35,0,0,1.26,0,0,adfa_ld,normal
6.5,0,0,2.92,0,0,adfa_ld,normal
9.75,0,0,-2.52,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
5.42,2,0,1.76,4,3,adfa_ld,process_injection
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.4,2,0,-0.28,5,4,adfa_ld,reverse_shell
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.11,0,0,-1.61,0,0,adfa_ld,normal
22.31,0,0,0.0,0,0,adfa_ld,normal
13.07,2,0,1.09,4,3,adfa_ld,process_injection
14.51,2,0,0.85,4,3,adfa_ld,process_injection
20.07,0,0,27.85,0,0,adfa_ld,normal
20.01,0,0,-5.77,0,0,adfa_ld,normal
14.94,1,0,0.0,1,1,adfa_ld,credential_access
14.28,0,0,-4.66,0,0,adfa_ld,normal
11.23,0,0,0.92,0,0,adfa_ld,normal
9.23,0,0,9.64,0,0,local_machine,normal
23.08,0,0,-15.94,0,0,adfa_ld,normal
10.6,0,0,-0.07,0,0,adfa_ld,normal
7.64,0,0,7.02,0,0,adfa_ld,normal
18.72,1,0,-17.89,2,2,adfa_ld,lateral_movement
14.52,2,0,13.27,5,4,adfa_ld,reverse_shell
11.66,0,0,-0.14,0,0,adfa_ld,normal
29.08,0,0,4.23,0,0,adfa_ld,normal
9.96,0,0,-1.8,0,0,adfa_ld,normal
12.52,0,0,-13.69,0,0,adfa_ld,normal
14.08,0,0,-0.54,0,0,adfa_ld,normal
10.72,0,0,0.6,0,0,adfa_ld,normal
7.99,0,0,5.83,0,0,adfa_ld,normal
27.46,0,0,1.64,0,0,adfa_ld,normal
20.74,0,0,-19.96,0,0,adfa_ld,normal
29.38,0,0,7.02,0,0,adfa_ld,normal
14.19,2,0,-0.07,5,4,adfa_ld,reverse_shell
13.46,0,0,0.53,0,0,adfa_ld,normal
10.43,0,0,0.13,0,0,adfa_ld,normal
10.79,0,0,0.0,0,0,adfa_ld,normal
19.42,0,0,7.89,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
7.51,0,0,-0.22,0,0,adfa_ld,normal
11.12,0,0,-1.38,0,0,adfa_ld,normal
4.7,0,0,5.61,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.05,2,1,0.51,3,3,adfa_ld,privilege_escalation
26.29,0,0,-3.29,0,0,adfa_ld,normal
8.95,1,0,1.97,1,1,adfa_ld,credential_access
14.08,0,0,-0.54,0,0,adfa_ld,normal
8.58,0,0,5.59,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.01,0,0,-3.55,0,0,adfa_ld,normal
26.01,0,0,-9.84,0,0,adfa_ld,normal
6.58,0,0,-5.37,0,0,adfa_ld,normal
12.92,1,0,8.26,2,2,adfa_ld,lateral_movement
13.84,0,0,0.27,0,0,adfa_ld,normal
21.86,2,0,0.39,5,4,adfa_ld,reverse_shell
24.64,0,0,-1.39,0,0,adfa_ld,normal
12.64,0,0,-2.03,0,0,adfa_ld,normal
7.36,0,0,12.1,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.64,0,0,-1.6,0,0,adfa_ld,normal
9.56,0,0,-1.04,0,0,adfa_ld,normal
26.45,0,0,2.55,0,0,adfa_ld,normal
48.67,0,0,-24.79,0,0,adfa_ld,normal
9.89,0,0,5.25,0,0,adfa_ld,normal
9.41,0,0,1.63,0,0,adfa_ld,normal
15.46,0,0,1.44,0,0,adfa_ld,normal
6.53,0,0,-3.28,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.24,2,0,-0.25,5,4,adfa_ld,reverse_shell
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
8.6,0,0,2.81,0,0,adfa_ld,normal
10.57,0,0,7.88,0,0,adfa_ld,normal
10.77,0,0,3.54,0,0,adfa_ld,normal
4.87,0,0,5.24,0,0,adfa_ld,normal
6.69,0,0,-0.61,0,0,adfa_ld,normal
16.0,0,0,3.06,0,0,adfa_ld,normal
10.39,0,0,2.69,0,0,adfa_ld,normal
10.63,0,0,-13.4,0,0,adfa_ld,normal
13.28,0,0,13.51,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
7.83,2,0,-9.99,5,4,adfa_ld,reverse_shell
14.39,1,0,-9.7,2,2,adfa_ld,lateral_movement
15.86,0,0,-0.2,0,0,adfa_ld,normal
27.47,0,0,-1.32,0,0,adfa_ld,normal
14.66,1,0,0.07,2,2,adfa_ld,lateral_movement
22.77,0,0,3.57,0,0,adfa_ld,normal
7.37,0,0,-6.61,0,0,adfa_ld,normal
7.72,0,0,-8.25,0,0,adfa_ld,normal
13.36,2,0,-2.54,5,4,adfa_ld,reverse_shell
5.38,0,0,1.46,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
27.71,0,0,-13.39,0,0,adfa_ld,normal
1.61,0,0,-4.09,0,0,adfa_ld,normal
28.05,0,0,0.75,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
15.65,2,0,-0.07,5,4,adfa_ld,reverse_shell
16.97,0,0,1.92,0,0,adfa_ld,normal
15.15,1,0,0.44,1,1,adfa_ld,credential_access
4.7,0,0,-5.27,0,0,adfa_ld,normal
22.84,0,0,17.69,0,0,adfa_ld,normal
32.85,0,0,26.81,0,0,adfa_ld,normal
11.72,1,0,-0.27,1,1,adfa_ld,credential_access
6.6,0,0,-4.48,0,0,adfa_ld,normal
22.77,0,0,3.57,0,0,adfa_ld,normal
9.68,0,0,-2.29,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.52,2,0,-0.18,5,4,adfa_ld,reverse_shell
20.74,2,0,-0.98,4,3,adfa_ld,process_injection
11.43,2,0,1.23,4,3,adfa_ld,process_injection
11.16,2,0,-7.02,5,4,adfa_ld,reverse_shell
22.53,0,0,-4.07,0,0,adfa_ld,normal
17.02,1,0,13.09,2,2,adfa_ld,lateral_movement
14.5,0,0,2.77,0,0,adfa_ld,normal
10.56,0,0,-0.35,0,0,adfa_ld,normal
4.62,0,0,0.21,0,0,local_machine,normal
6.76,0,0,-2.67,0,0,adfa_ld,normal
13.67,2,1,-0.1,3,3,adfa_ld,privilege_escalation
8.7,0,0,-13.29,0,0,adfa_ld,normal
23.59,0,0,28.65,0,0,adfa_ld,normal
16.01,2,0,-0.09,5,4,adfa_ld,reverse_shell
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.36,0,0,-3.65,0,0,adfa_ld,normal
25.78,0,0,33.93,0,0,adfa_ld,normal
25.7,0,0,28.29,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.11,0,0,-6.31,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
24.06,0,0,-0.04,0,0,adfa_ld,normal
8.82,0,0,-5.56,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
70.45,0,0,21.25,0,0,adfa_ld,normal
15.96,0,0,0.0,0,0,adfa_ld,normal
19.36,0,0,-8.07,0,0,adfa_ld,normal
8.19,0,0,3.69,0,0,adfa_ld,normal
8.81,0,0,7.33,0,0,adfa_ld,normal
5.37,0,0,2.98,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
24.54,0,0,3.89,0,0,adfa_ld,normal
16.05,1,0,0.34,2,2,adfa_ld,lateral_movement
23.01,0,0,19.4,0,0,adfa_ld,normal
7.09,0,0,-1.0,0,0,adfa_ld,normal
34.26,0,0,1.18,0,0,adfa_ld,normal
4.64,0,0,-5.34,0,0,adfa_ld,normal
13.92,0,0,-14.88,0,0,adfa_ld,normal
25.78,0,0,33.93,0,0,adfa_ld,normal
5.81,0,0,-0.34,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
29.67,2,0,1.1,5,4,adfa_ld,reverse_shell
2.42,0,0,5.75,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.03,0,0,0.14,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.1,0,0,1.7,0,0,adfa_ld,normal
12.87,0,0,-0.33,0,0,adfa_ld,normal
25.65,2,0,-1.2,5,4,adfa_ld,reverse_shell
12.48,0,0,0.74,0,0,adfa_ld,normal
12.14,1,0,0.02,2,2,adfa_ld,lateral_movement
28.5,0,0,15.33,0,0,adfa_ld,normal
2.93,0,0,-9.17,0,0,adfa_ld,normal
13.54,0,0,2.01,0,0,adfa_ld,normal
11.3,0,0,-1.49,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
10.21,0,0,1.56,0,0,adfa_ld,normal
8.34,0,0,5.57,0,0,adfa_ld,normal
18.47,0,0,0.4,0,0,adfa_ld,normal
10.02,0,0,3.05,0,0,adfa_ld,normal
47.82,0,0,6.38,0,0,adfa_ld,normal
4.83,0,0,-2.32,0,0,adfa_ld,normal
9.89,0,0,5.25,0,0,adfa_ld,normal
7.15,0,0,-4.65,0,0,adfa_ld,normal
28.01,0,0,17.94,0,0,adfa_ld,normal
14.62,0,0,0.38,0,0,local_machine,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
16.61,0,0,-0.54,0,0,adfa_ld,normal
11.86,0,0,0.21,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.74,2,0,-2.28,5,4,adfa_ld,reverse_shell
8.31,0,0,1.81,0,0,adfa_ld,normal
27.08,0,0,34.0,0,0,adfa_ld,normal
12.4,0,0,0.88,0,0,adfa_ld,normal
54.48,0,0,0.51,0,0,adfa_ld,normal
15.81,0,0,0.26,0,0,adfa_ld,normal
5.39,0,0,-9.82,0,0,adfa_ld,normal
10.0,0,0,-3.74,0,0,adfa_ld,normal
6.95,0,0,5.94,0,0,adfa_ld,normal
8.5,0,0,1.74,0,0,adfa_ld,normal
14.92,0,0,-18.54,0,0,adfa_ld,normal
8.81,0,0,7.33,0,0,adfa_ld,normal
11.4,0,0,-0.94,0,0,adfa_ld,normal
13.53,1,0,-0.06,1,1,adfa_ld,credential_access
28.03,0,0,-1.0,0,0,adfa_ld,normal
11.28,0,0,-2.54,0,0,adfa_ld,normal
10.5,1,0,-1.91,2,2,adfa_ld,lateral_movement
17.18,0,0,1.42,0,0,adfa_ld,normal
11.65,0,0,2.87,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
18.21,0,0,7.54,0,0,adfa_ld,normal
12.38,0,0,0.07,0,0,adfa_ld,normal
12.77,0,0,-3.23,0,0,adfa_ld,normal
15.57,0,0,-18.1,0,0,adfa_ld,normal
72.0,0,0,0.05,0,0,adfa_ld,normal
22.77,0,0,3.57,0,0,adfa_ld,normal
